id,sentiment
465,neutral
466,neutral
467,surprise
468,worry
469,neutral
470,fun
471,happiness
472,love
473,worry
474,worry
475,neutral
476,worry
477,happiness
478,worry
479,love
480,neutral
481,love
482,neutral
483,worry
484,neutral
485,neutral
486,worry
487,sadness
488,love
489,happiness
490,worry
491,love
492,neutral
493,love
494,love
495,neutral
496,love
497,worry
498,surprise
499,neutral
500,worry
501,worry
502,love
503,happiness
504,neutral
505,love
506,neutral
507,sadness
508,happiness
509,love
510,neutral
511,love
512,worry
513,hate
514,neutral
515,neutral
516,neutral
517,worry
518,happiness
519,love
520,worry
521,worry
522,fun
523,neutral
524,love
525,worry
526,relief
527,happiness
528,neutral
529,sadness
530,happiness
531,happiness
532,worry
533,happiness
534,surprise
535,happiness
536,love
537,hate
538,neutral
539,neutral
540,love
541,neutral
542,worry
543,worry
544,happiness
545,relief
546,surprise
547,neutral
548,worry
549,worry
550,worry
551,neutral
552,neutral
553,neutral
554,surprise
555,happiness
556,relief
557,neutral
558,neutral
559,happiness
560,neutral
561,worry
562,neutral
563,love
564,happiness
565,love
566,worry
567,worry
568,neutral
569,neutral
570,neutral
571,neutral
572,neutral
573,worry
574,happiness
575,happiness
576,happiness
577,happiness
578,happiness
579,surprise
580,happiness
581,happiness
582,neutral
583,neutral
584,worry
585,worry
586,happiness
587,neutral
588,happiness
589,neutral
590,love
591,love
592,love
593,neutral
594,happiness
595,love
596,neutral
597,sadness
598,happiness
599,love
600,neutral
601,sadness
602,neutral
603,neutral
604,neutral
605,love
606,sadness
607,worry
608,happiness
609,worry
610,sadness
611,fun
612,fun
613,fun
614,love
615,neutral
616,worry
617,relief
618,relief
619,love
620,relief
621,neutral
622,happiness
623,love
624,happiness
625,worry
626,neutral
627,love
628,love
629,happiness
630,worry
631,neutral
632,neutral
633,neutral
634,happiness
635,love
636,worry
637,neutral
638,fun
639,neutral
640,worry
641,worry
642,surprise
643,happiness
644,happiness
645,happiness
646,happiness
647,happiness
648,worry
649,happiness
650,worry
651,neutral
652,happiness
653,love
654,neutral
655,love
656,love
657,happiness
658,worry
659,happiness
660,neutral
661,worry
662,hate
663,happiness
664,happiness
665,neutral
666,neutral
667,love
668,surprise
669,surprise
670,happiness
671,neutral
672,fun
673,neutral
674,fun
675,surprise
676,love
677,happiness
678,happiness
679,love
680,neutral
681,neutral
682,sadness
683,love
684,worry
685,sadness
686,neutral
687,happiness
688,happiness
689,worry
690,surprise
691,fun
692,happiness
693,sadness
694,relief
695,sadness
696,happiness
697,love
698,neutral
699,happiness
700,neutral
701,worry
702,happiness
703,neutral
704,happiness
705,worry
706,worry
707,happiness
708,neutral
709,neutral
710,worry
711,worry
712,neutral
713,neutral
714,happiness
715,happiness
716,neutral
717,neutral
718,worry
719,love
720,worry
721,happiness
722,happiness
723,neutral
724,neutral
725,happiness
726,worry
727,happiness
728,worry
729,worry
730,neutral
731,love
732,hate
733,surprise
734,worry
735,happiness
736,surprise
737,relief
738,sadness
739,neutral
740,happiness
741,happiness
742,surprise
743,worry
744,neutral
745,surprise
746,neutral
747,neutral
748,love
749,surprise
750,neutral
751,love
752,love
753,love
754,neutral
755,neutral
756,love
757,worry
758,love
759,neutral
760,happiness
761,relief
762,love
763,love
764,worry
765,neutral
766,love
767,worry
768,neutral
769,worry
770,neutral
771,love
772,sadness
773,love
774,worry
775,worry
776,fun
777,neutral
778,happiness
779,love
780,neutral
781,neutral
782,fun
783,neutral
784,worry
785,happiness
786,worry
787,fun
788,worry
789,love
790,sadness
791,happiness
792,love
793,neutral
794,neutral
795,neutral
796,neutral
797,neutral
798,neutral
799,happiness
800,worry
801,neutral
802,love
803,sadness
804,happiness
805,fun
806,worry
807,neutral
808,neutral
809,enthusiasm
810,fun
811,love
812,love
813,happiness
814,happiness
815,worry
816,happiness
817,sadness
818,fun
819,neutral
820,neutral
821,happiness
822,neutral
823,happiness
824,love
825,sadness
826,love
827,neutral
828,sadness
829,love
830,hate
831,worry
832,sadness
833,love
834,love
835,surprise
836,sadness
837,love
838,fun
839,happiness
840,love
841,neutral
842,enthusiasm
843,love
844,love
845,love
846,happiness
847,happiness
848,surprise
849,worry
850,happiness
851,neutral
852,happiness
853,neutral
854,happiness
855,worry
856,worry
857,surprise
858,worry
859,neutral
860,fun
861,worry
862,neutral
863,love
864,happiness
865,love
866,worry
867,neutral
868,neutral
869,worry
870,sadness
871,relief
872,sadness
873,neutral
874,neutral
875,happiness
876,happiness
877,love
878,happiness
879,neutral
880,worry
881,surprise
882,neutral
883,happiness
884,neutral
885,neutral
886,fun
887,neutral
888,happiness
889,love
890,relief
891,happiness
892,love
893,neutral
894,neutral
895,happiness
896,neutral
897,neutral
898,love
899,love
900,worry
901,neutral
902,neutral
903,love
904,worry
905,surprise
906,happiness
907,neutral
908,neutral
909,happiness
910,sadness
911,worry
912,neutral
913,worry
914,neutral
915,fun
916,worry
917,fun
918,neutral
919,love
920,happiness
921,love
922,happiness
923,fun
924,worry
925,love
926,love
927,fun
928,fun
929,neutral
930,love
931,surprise
932,worry
933,worry
934,neutral
935,love
936,worry
937,worry
938,sadness
939,happiness
940,fun
941,worry
942,surprise
943,neutral
944,neutral
945,neutral
946,worry
947,happiness
948,neutral
949,sadness
950,love
951,love
952,worry
953,happiness
954,neutral
955,happiness
956,relief
957,happiness
958,neutral
959,neutral
960,worry
961,neutral
962,happiness
963,love
964,neutral
965,happiness
966,neutral
967,neutral
968,love
969,neutral
970,neutral
971,neutral
972,neutral
973,love
974,neutral
975,surprise
976,neutral
977,love
978,neutral
979,neutral
980,neutral
981,neutral
982,worry
983,neutral
984,surprise
985,neutral
986,love
987,happiness
988,neutral
989,worry
990,love
991,happiness
992,happiness
993,love
994,relief
995,neutral
996,happiness
997,neutral
998,love
999,happiness
1000,love
1001,happiness
1002,neutral
1003,love
1004,happiness
1005,neutral
1006,love
1007,neutral
1008,worry
1009,fun
1010,love
1011,neutral
1012,happiness
1013,neutral
1014,relief
1015,love
1016,neutral
1017,neutral
1018,happiness
1019,worry
1020,worry
1021,neutral
1022,surprise
1023,worry
1024,love
1025,relief
1026,happiness
1027,worry
1028,happiness
1029,neutral
1030,happiness
1031,worry
1032,neutral
1033,neutral
1034,happiness
1035,happiness
1036,happiness
1037,happiness
1038,sadness
1039,love
1040,happiness
1041,neutral
1042,neutral
1043,happiness
1044,happiness
1045,love
1046,love
1047,love
1048,neutral
1049,neutral
1050,neutral
1051,neutral
1052,happiness
1053,sadness
1054,relief
1055,hate
1056,happiness
1057,neutral
1058,happiness
1059,love
1060,neutral
1061,neutral
1062,neutral
1063,worry
1064,fun
1065,neutral
1066,happiness
1067,worry
1068,neutral
1069,happiness
1070,worry
1071,worry
1072,neutral
1073,neutral
1074,fun
1075,happiness
1076,happiness
1077,fun
1078,happiness
1079,love
1080,worry
1081,fun
1082,neutral
1083,neutral
1084,fun
1085,worry
1086,neutral
1087,worry
1088,neutral
1089,neutral
1090,love
1091,love
1092,love
1093,worry
1094,surprise
1095,happiness
1096,neutral
1097,worry
1098,neutral
1099,neutral
1100,hate
1101,happiness
1102,neutral
1103,relief
1104,happiness
1105,happiness
1106,worry
1107,neutral
1108,love
1109,neutral
1110,worry
1111,enthusiasm
1112,happiness
1113,fun
1114,happiness
1115,love
1116,happiness
1117,relief
1118,happiness
1119,neutral
1120,love
1121,happiness
1122,happiness
1123,happiness
1124,fun
1125,neutral
1126,neutral
1127,sadness
1128,worry
1129,hate
1130,happiness
1131,love
1132,love
1133,sadness
1134,neutral
1135,worry
1136,love
1137,fun
1138,love
1139,neutral
1140,neutral
1141,happiness
1142,worry
1143,happiness
1144,happiness
1145,love
1146,love
1147,love
1148,happiness
1149,neutral
1150,love
1151,relief
1152,neutral
1153,neutral
1154,happiness
1155,neutral
1156,worry
1157,neutral
1158,neutral
1159,worry
1160,worry
1161,worry
1162,love
1163,neutral
1164,neutral
1165,neutral
1166,love
1167,neutral
1168,happiness
1169,love
1170,neutral
1171,neutral
1172,neutral
1173,neutral
1174,worry
1175,worry
1176,neutral
1177,worry
1178,neutral
1179,worry
1180,worry
1181,worry
1182,neutral
1183,neutral
1184,neutral
1185,fun
1186,fun
1187,sadness
1188,worry
1189,happiness
1190,love
1191,neutral
1192,sadness
1193,neutral
1194,happiness
1195,love
1196,love
1197,neutral
1198,happiness
1199,neutral
1200,surprise
1201,neutral
1202,love
1203,love
1204,worry
1205,surprise
1206,happiness
1207,worry
1208,neutral
1209,neutral
1210,sadness
1211,neutral
1212,fun
1213,happiness
1214,neutral
1215,worry
1216,neutral
1217,love
1218,neutral
1219,fun
1220,surprise
1221,worry
1222,neutral
1223,love
1224,love
1225,surprise
1226,neutral
1227,love
1228,relief
1229,happiness
1230,happiness
1231,worry
1232,neutral
1233,relief
1234,worry
1235,neutral
1236,happiness
1237,love
1238,neutral
1239,happiness
1240,fun
1241,hate
1242,enthusiasm
1243,love
1244,worry
1245,neutral
1246,neutral
1247,happiness
1248,love
1249,sadness
1250,neutral
1251,sadness
1252,neutral
1253,neutral
1254,worry
1255,worry
1256,worry
1257,worry
1258,worry
1259,love
1260,worry
1261,fun
1262,sadness
1263,neutral
1264,neutral
1265,worry
1266,sadness
1267,love
1268,neutral
1269,neutral
1270,love
1271,worry
1272,surprise
1273,love
1274,happiness
1275,relief
1276,surprise
1277,worry
1278,neutral
1279,happiness
1280,worry
1281,happiness
1282,neutral
1283,sadness
1284,love
1285,neutral
1286,love
1287,neutral
1288,hate
1289,love
1290,relief
1291,worry
1292,neutral
1293,worry
1294,neutral
1295,love
1296,love
1297,worry
1298,worry
1299,worry
1300,love
1301,worry
1302,neutral
1303,happiness
1304,fun
1305,surprise
1306,happiness
1307,happiness
1308,worry
1309,worry
1310,love
1311,love
1312,neutral
1313,neutral
1314,worry
1315,happiness
1316,worry
1317,neutral
1318,neutral
1319,neutral
1320,worry
1321,neutral
1322,love
1323,worry
1324,fun
1325,love
1326,neutral
1327,happiness
1328,happiness
1329,neutral
1330,happiness
1331,happiness
1332,neutral
1333,happiness
1334,worry
1335,fun
1336,love
1337,neutral
1338,love
1339,neutral
1340,neutral
1341,worry
1342,neutral
1343,happiness
1344,surprise
1345,neutral
1346,happiness
1347,worry
1348,love
1349,love
1350,neutral
1351,neutral
1352,love
1353,love
1354,neutral
1355,surprise
1356,worry
1357,neutral
1358,relief
1359,fun
1360,worry
1361,neutral
1362,fun
1363,neutral
1364,neutral
1365,neutral
1366,love
1367,worry
1368,happiness
1369,happiness
1370,love
1371,neutral
1372,neutral
1373,happiness
1374,happiness
1375,neutral
1376,worry
1377,neutral
1378,happiness
1379,happiness
1380,love
1381,neutral
1382,surprise
1383,fun
1384,love
1385,neutral
1386,worry
1387,love
1388,neutral
1389,happiness
1390,surprise
1391,fun
1392,neutral
1393,sadness
1394,happiness
1395,worry
1396,worry
1397,neutral
1398,love
1399,worry
1400,neutral
1401,neutral
1402,worry
1403,happiness
1404,surprise
1405,fun
1406,hate
1407,worry
1408,love
1409,happiness
1410,neutral
1411,neutral
1412,worry
1413,worry
1414,worry
1415,neutral
1416,neutral
1417,neutral
1418,love
1419,neutral
1420,worry
1421,worry
1422,neutral
1423,neutral
1424,neutral
1425,love
1426,neutral
1427,neutral
1428,neutral
1429,love
1430,worry
1431,neutral
1432,love
1433,neutral
1434,worry
1435,sadness
1436,love
1437,neutral
1438,happiness
1439,happiness
1440,neutral
1441,relief
1442,fun
1443,fun
1444,relief
1445,worry
1446,happiness
1447,worry
1448,surprise
1449,neutral
1450,love
1451,worry
1452,worry
1453,sadness
1454,love
1455,worry
1456,happiness
1457,relief
1458,love
1459,surprise
1460,worry
1461,fun
1462,neutral
1463,fun
1464,love
1465,happiness
1466,worry
1467,worry
1468,surprise
1469,happiness
1470,neutral
1471,surprise
1472,relief
1473,surprise
1474,worry
1475,love
1476,love
1477,love
1478,happiness
1479,worry
1480,neutral
1481,love
1482,love
1483,love
1484,love
1485,neutral
1486,love
1487,happiness
1488,hate
1489,neutral
1490,worry
1491,sadness
1492,neutral
1493,love
1494,neutral
1495,happiness
1496,happiness
1497,sadness
1498,surprise
1499,love
1500,surprise
1501,happiness
1502,love
1503,worry
1504,neutral
1505,neutral
1506,love
1507,happiness
1508,happiness
1509,sadness
1510,sadness
1511,worry
1512,worry
1513,happiness
1514,neutral
1515,neutral
1516,neutral
1517,neutral
1518,worry
1519,love
1520,neutral
1521,fun
1522,neutral
1523,worry
1524,neutral
1525,happiness
1526,happiness
1527,neutral
1528,happiness
1529,neutral
1530,neutral
1531,worry
1532,love
1533,neutral
1534,love
1535,neutral
1536,neutral
1537,neutral
1538,neutral
1539,enthusiasm
1540,happiness
1541,worry
1542,relief
1543,neutral
1544,love
1545,surprise
1546,neutral
1547,worry
1548,neutral
1549,worry
1550,relief
1551,worry
1552,love
1553,worry
1554,worry
1555,happiness
1556,love
1557,neutral
1558,happiness
1559,neutral
1560,neutral
1561,happiness
1562,love
1563,love
1564,worry
1565,love
1566,happiness
1567,enthusiasm
1568,worry
1569,worry
1570,worry
1571,neutral
1572,surprise
1573,happiness
1574,surprise
1575,relief
1576,happiness
1577,worry
1578,sadness
1579,fun
1580,relief
1581,fun
1582,worry
1583,enthusiasm
1584,neutral
1585,neutral
1586,worry
1587,happiness
1588,sadness
1589,worry
1590,love
1591,neutral
1592,worry
1593,sadness
1594,worry
1595,love
1596,neutral
1597,worry
1598,happiness
1599,sadness
1600,happiness
1601,neutral
1602,worry
1603,happiness
1604,sadness
1605,neutral
1606,neutral
1607,love
1608,worry
1609,worry
1610,neutral
1611,worry
1612,surprise
1613,happiness
1614,happiness
1615,neutral
1616,happiness
1617,happiness
1618,worry
1619,love
1620,happiness
1621,neutral
1622,worry
1623,relief
1624,enthusiasm
1625,neutral
1626,fun
1627,neutral
1628,relief
1629,worry
1630,neutral
1631,neutral
1632,relief
1633,worry
1634,neutral
1635,relief
1636,happiness
1637,love
1638,neutral
1639,relief
1640,sadness
1641,worry
1642,surprise
1643,neutral
1644,sadness
1645,neutral
1646,worry
1647,neutral
1648,neutral
1649,neutral
1650,neutral
1651,worry
1652,relief
1653,happiness
1654,happiness
1655,love
1656,neutral
1657,happiness
1658,neutral
1659,neutral
1660,neutral
1661,neutral
1662,fun
1663,sadness
1664,worry
1665,surprise
1666,happiness
1667,love
1668,fun
1669,neutral
1670,neutral
1671,happiness
1672,neutral
1673,neutral
1674,love
1675,happiness
1676,neutral
1677,worry
1678,worry
1679,worry
1680,worry
1681,love
1682,happiness
1683,neutral
1684,happiness
1685,neutral
1686,happiness
1687,worry
1688,worry
1689,fun
1690,enthusiasm
1691,worry
1692,neutral
1693,worry
1694,neutral
1695,love
1696,neutral
1697,worry
1698,neutral
1699,love
1700,happiness
1701,neutral
1702,neutral
1703,happiness
1704,happiness
1705,happiness
1706,happiness
1707,fun
1708,hate
1709,worry
1710,worry
1711,fun
1712,happiness
1713,fun
1714,neutral
1715,love
1716,love
1717,worry
1718,neutral
1719,happiness
1720,neutral
1721,happiness
1722,worry
1723,relief
1724,neutral
1725,love
1726,neutral
1727,fun
1728,neutral
1729,love
1730,surprise
1731,surprise
1732,happiness
1733,worry
1734,neutral
1735,neutral
1736,worry
1737,neutral
1738,love
1739,neutral
1740,neutral
1741,worry
1742,surprise
1743,neutral
1744,worry
1745,relief
1746,worry
1747,happiness
1748,love
1749,worry
1750,neutral
1751,relief
1752,neutral
1753,love
1754,happiness
1755,neutral
1756,fun
1757,neutral
1758,happiness
1759,worry
1760,neutral
1761,hate
1762,neutral
1763,worry
1764,worry
1765,happiness
1766,neutral
1767,relief
1768,happiness
1769,happiness
1770,happiness
1771,worry
1772,neutral
1773,worry
1774,neutral
1775,worry
1776,love
1777,happiness
1778,fun
1779,neutral
1780,worry
1781,relief
1782,neutral
1783,sadness
1784,neutral
1785,neutral
1786,neutral
1787,love
1788,love
1789,love
1790,relief
1791,worry
1792,love
1793,enthusiasm
1794,worry
1795,neutral
1796,worry
1797,neutral
1798,happiness
1799,happiness
1800,worry
1801,hate
1802,happiness
1803,relief
1804,happiness
1805,happiness
1806,worry
1807,love
1808,surprise
1809,happiness
1810,surprise
1811,neutral
1812,love
1813,neutral
1814,surprise
1815,sadness
1816,neutral
1817,neutral
1818,worry
1819,worry
1820,neutral
1821,neutral
1822,surprise
1823,neutral
1824,neutral
1825,worry
1826,neutral
1827,neutral
1828,love
1829,neutral
1830,happiness
1831,happiness
1832,happiness
1833,neutral
1834,surprise
1835,happiness
1836,happiness
1837,neutral
1838,worry
1839,worry
1840,neutral
1841,love
1842,neutral
1843,relief
1844,happiness
1845,fun
1846,worry
1847,worry
1848,enthusiasm
1849,happiness
1850,love
1851,surprise
1852,neutral
1853,fun
1854,happiness
1855,happiness
1856,love
1857,love
1858,neutral
1859,neutral
1860,neutral
1861,happiness
1862,happiness
1863,relief
1864,worry
1865,relief
1866,love
1867,happiness
1868,love
1869,neutral
1870,surprise
1871,neutral
1872,fun
1873,love
1874,neutral
1875,love
1876,fun
1877,love
1878,love
1879,neutral
1880,worry
1881,fun
1882,worry
1883,happiness
1884,love
1885,neutral
1886,neutral
1887,love
1888,love
1889,happiness
1890,love
1891,sadness
1892,sadness
1893,neutral
1894,worry
1895,neutral
1896,happiness
1897,worry
1898,worry
1899,worry
1900,happiness
1901,worry
1902,enthusiasm
1903,love
1904,worry
1905,sadness
1906,love
1907,happiness
1908,love
1909,love
1910,hate
1911,happiness
1912,worry
1913,happiness
1914,worry
1915,love
1916,neutral
1917,love
1918,neutral
1919,worry
1920,surprise
1921,worry
1922,love
1923,happiness
1924,love
1925,worry
1926,neutral
1927,neutral
1928,love
1929,love
1930,neutral
1931,love
1932,neutral
1933,love
1934,love
1935,neutral
1936,neutral
1937,neutral
1938,neutral
1939,surprise
1940,love
1941,surprise
1942,neutral
1943,worry
1944,neutral
1945,hate
1946,neutral
1947,love
1948,enthusiasm
1949,sadness
1950,worry
1951,fun
1952,neutral
1953,worry
1954,neutral
1955,happiness
1956,neutral
1957,neutral
1958,happiness
1959,neutral
1960,love
1961,neutral
1962,love
1963,worry
1964,hate
1965,sadness
1966,worry
1967,surprise
1968,happiness
1969,neutral
1970,fun
1971,love
1972,love
1973,happiness
1974,worry
1975,love
1976,happiness
1977,love
1978,happiness
1979,happiness
1980,happiness
1981,relief
1982,happiness
1983,neutral
1984,fun
1985,neutral
1986,happiness
1987,relief
1988,worry
1989,happiness
1990,love
1991,love
1992,relief
1993,relief
1994,love
1995,sadness
1996,worry
1997,sadness
1998,neutral
1999,neutral
2000,worry
2001,surprise
2002,neutral
2003,surprise
2004,worry
2005,happiness
2006,worry
2007,relief
2008,neutral
2009,neutral
2010,neutral
2011,love
2012,worry
2013,worry
2014,happiness
2015,neutral
2016,neutral
2017,happiness
2018,surprise
2019,surprise
2020,sadness
2021,worry
2022,sadness
2023,worry
2024,neutral
2025,fun
2026,neutral
2027,happiness
2028,fun
2029,worry
2030,sadness
2031,neutral
2032,worry
2033,happiness
2034,happiness
2035,love
2036,happiness
2037,happiness
2038,worry
2039,love
2040,happiness
2041,neutral
2042,neutral
2043,neutral
2044,happiness
2045,neutral
2046,worry
2047,worry
2048,happiness
2049,neutral
2050,neutral
2051,enthusiasm
2052,neutral
2053,happiness
2054,neutral
2055,love
2056,worry
2057,worry
2058,worry
2059,worry
2060,love
2061,sadness
2062,sadness
2063,happiness
2064,neutral
2065,neutral
2066,neutral
2067,neutral
2068,worry
2069,happiness
2070,neutral
2071,love
2072,neutral
2073,love
2074,neutral
2075,neutral
2076,worry
2077,neutral
2078,happiness
2079,happiness
2080,hate
2081,neutral
2082,love
2083,happiness
2084,surprise
2085,happiness
2086,worry
2087,neutral
2088,love
2089,fun
2090,love
2091,happiness
2092,happiness
2093,worry
2094,happiness
2095,neutral
2096,sadness
2097,happiness
2098,happiness
2099,relief
2100,neutral
2101,fun
2102,happiness
2103,worry
2104,love
2105,relief
2106,fun
2107,love
2108,happiness
2109,neutral
2110,worry
2111,love
2112,neutral
2113,sadness
2114,love
2115,happiness
2116,worry
2117,happiness
2118,neutral
2119,happiness
2120,surprise
2121,neutral
2122,neutral
2123,fun
2124,happiness
2125,neutral
2126,love
2127,happiness
2128,love
2129,surprise
2130,love
2131,love
2132,happiness
2133,worry
2134,love
2135,love
2136,love
2137,worry
2138,love
2139,love
2140,love
2141,neutral
2142,neutral
2143,love
2144,fun
2145,love
2146,surprise
2147,neutral
2148,fun
2149,worry
2150,happiness
2151,neutral
2152,love
2153,enthusiasm
2154,neutral
2155,neutral
2156,happiness
2157,worry
2158,happiness
2159,neutral
2160,neutral
2161,neutral
2162,happiness
2163,relief
2164,neutral
2165,happiness
2166,sadness
2167,neutral
2168,love
2169,happiness
2170,neutral
2171,neutral
2172,love
2173,relief
2174,neutral
2175,love
2176,neutral
2177,relief
2178,neutral
2179,love
2180,worry
2181,happiness
2182,worry
2183,worry
2184,neutral
2185,neutral
2186,neutral
2187,love
2188,neutral
2189,worry
2190,love
2191,worry
2192,neutral
2193,neutral
2194,neutral
2195,happiness
2196,happiness
2197,surprise
2198,worry
2199,fun
2200,love
2201,neutral
2202,happiness
2203,love
2204,worry
2205,worry
2206,happiness
2207,love
2208,happiness
2209,neutral
2210,love
2211,love
2212,surprise
2213,neutral
2214,love
2215,neutral
2216,love
2217,happiness
2218,worry
2219,neutral
2220,love
2221,happiness
2222,love
2223,neutral
2224,love
2225,worry
2226,sadness
2227,sadness
2228,neutral
2229,neutral
2230,love
2231,love
2232,love
2233,happiness
2234,happiness
2235,love
2236,worry
2237,hate
2238,love
2239,neutral
2240,worry
2241,happiness
2242,neutral
2243,worry
2244,worry
2245,love
2246,worry
2247,happiness
2248,love
2249,happiness
2250,neutral
2251,happiness
2252,worry
2253,happiness
2254,happiness
2255,neutral
2256,happiness
2257,neutral
2258,happiness
2259,sadness
2260,neutral
2261,love
2262,neutral
2263,happiness
2264,enthusiasm
2265,neutral
2266,surprise
2267,neutral
2268,neutral
2269,worry
2270,love
2271,love
2272,neutral
2273,happiness
2274,worry
2275,happiness
2276,happiness
2277,neutral
2278,love
2279,love
2280,happiness
2281,worry
2282,worry
2283,neutral
2284,love
2285,worry
2286,love
2287,worry
2288,sadness
2289,worry
2290,worry
2291,love
2292,happiness
2293,worry
2294,hate
2295,love
2296,happiness
2297,happiness
2298,neutral
2299,neutral
2300,love
2301,worry
2302,love
2303,happiness
2304,love
2305,sadness
2306,love
2307,happiness
2308,neutral
2309,neutral
2310,worry
2311,neutral
2312,happiness
2313,love
2314,happiness
2315,love
2316,happiness
2317,neutral
2318,neutral
2319,happiness
2320,worry
2321,neutral
2322,worry
2323,worry
2324,sadness
2325,neutral
2326,love
2327,neutral
2328,happiness
2329,worry
2330,fun
